"Y","XylA","XylB","XylF","XylG","XylH","XylR","FruE","FruF","FruG","FruK","AraA","AraB","AraD","AraF","AraG","AraH","BpXyl43C","BpAbf43B","AXe20A","AXeA","XosA","XosB","XosC","XosR","BpXyl43A","BpXyl120A","RexA","BpAbf43A","Abf43D","AXeB","XosD","XosE","XosF","XosG","XosH","BpXyl43B","BpXyl120B","RexB","AXe20B","XosK","XosL","XosM","BpXyn10A","XosR2","BlArafD","BlArafE","AxuA","AxuB","Xyl120C","XosX","XosY","XosZ","XosR3"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","0","0","0","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","0","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"0","1","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"1","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
